Sequence Name,Locustag,Accession,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
NZ_CP064192,IOD16_RS13200,WP_201440277.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_CP064192,IOD16_RS13200,WP_201440277.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_CP064192,IOD16_RS13200,WP_201440277.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_CP064192,IOD16_RS13200,WP_201440277.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_CP064192,IOD16_RS13200,WP_201440277.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_CP064192,IOD16_RS13200,WP_201440277.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_CP064192,IOD16_RS13200,WP_201440277.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_JAJHUO010000012,LNK82_RS18870,WP_230568318.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_JAJHUO010000012,LNK82_RS18870,WP_230568318.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_JAJHUO010000012,LNK82_RS18870,WP_230568318.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NZ_JAJHUO010000012,LNK82_RS18870,WP_230568318.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
NZ_JAJHUO010000012,LNK82_RS18870,WP_230568318.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_JAJHUO010000012,LNK82_RS18870,WP_230568318.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_JAJHUO010000012,LNK82_RS18870,WP_230568318.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_JAJHUO010000012,LNK82_RS18870,WP_230568318.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_JAJHUO010000012,LNK82_RS18870,WP_230568318.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_JAJHUO010000012,LNK82_RS18870,WP_230568318.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_JAJHUO010000012,LNK82_RS18870,WP_230568318.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_JACHJK010000006,FHS34_RS18605,WP_245002337.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_JACHJK010000006,FHS34_RS18605,WP_245002337.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_KB913032,AMYAL_RS0104420,WP_020630101.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_KB913032,AMYAL_RS0104420,WP_020630101.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_KB913032,AMYAL_RS0104420,WP_020630101.1,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_KB913032,AMYAL_RS0104420,WP_020630101.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NZ_KB913032,AMYAL_RS0104420,WP_020630101.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_KB913032,AMYAL_RS0104420,WP_020630101.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_KB913032,AMYAL_RS0104420,WP_020630101.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_KB913032,AMYAL_RS0104420,WP_020630101.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_KB913032,AMYAL_RS0104420,WP_020630101.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NC_008781,PNAP_RS06855,WP_041376582.1,NCBIFAM,NF006618,,Unintegrated,Unintegrated,PRK09185.1
NZ_CP046973,GQR42_RS20180,WP_233271095.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_CP046973,GQR42_RS20180,WP_233271095.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP046973,GQR42_RS20180,WP_233271095.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP046973,GQR42_RS20180,WP_233271095.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP046973,GQR42_RS20180,WP_233271095.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_AP023396,NWFMUON74_RS21785,WP_187683684.1,GENE3D,G3DSA:3.40.50.720,,Unintegrated,Unintegrated,
NZ_AP023396,NWFMUON74_RS21785,WP_187683684.1,PRINTS,PR00411,,Unintegrated,Unintegrated,PNDRDTASEI
NZ_AP023396,NWFMUON74_RS21785,WP_187683684.1,PFAM,PF13450,,Unintegrated,Unintegrated,NAD_binding_8
NZ_AP023396,NWFMUON74_RS21785,WP_187683684.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
NZ_AP023396,NWFMUON74_RS21785,WP_187683684.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_AP023396,NWFMUON74_RS21785,WP_187683684.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_AP023396,NWFMUON74_RS21785,WP_187683684.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_AP023396,NWFMUON74_RS21785,WP_187683684.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_AP023396,NWFMUON74_RS21785,WP_187683684.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_CP028986,DCM75_RS30070,WP_257232127.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_CP028986,DCM75_RS30070,WP_257232127.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP028986,DCM75_RS30070,WP_257232127.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP028987,DCM78_RS28465,WP_257195359.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_CP028987,DCM78_RS28465,WP_257195359.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_KI519400,K410_RS0127785,WP_028137904.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_KI519400,K410_RS0127785,WP_028137904.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP119135,A6P39_RS44975,A6P39_RS44975,COILS,Coil,,Unintegrated,Unintegrated,Coil
NZ_CP119135,A6P39_RS44975,A6P39_RS44975,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_CP119135,A6P39_RS44975,A6P39_RS44975,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NZ_CP119135,A6P39_RS44975,A6P39_RS44975,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_CP119135,A6P39_RS44975,A6P39_RS44975,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_CP119135,A6P39_RS44975,A6P39_RS44975,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_CP119135,A6P39_RS44975,A6P39_RS44975,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_CP119135,A6P39_RS44975,A6P39_RS44975,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_LR130759,MB901379_RS05170,WP_158015653.1,PANTHER,PTHR45527,,Unintegrated,Unintegrated,NONRIBOSOMAL PEPTIDE SYNTHETASE
NZ_LR130759,MB901379_RS05170,WP_158015653.1,GENE3D,G3DSA:3.30.559.30,,Unintegrated,Unintegrated,"Nonribosomal peptide synthetase, condensation domain"
NZ_LR130759,MB901379_RS05170,WP_158015653.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
NZ_LR130759,MB901379_RS05170,WP_158015653.1,SUPERFAMILY,SSF52777,,Unintegrated,Unintegrated,CoA-dependent acyltransferases
NW_024467859,ASPSYDRAFT_85288,XP_040709120.1,GENE3D,G3DSA:3.90.180.10,,Unintegrated,Unintegrated,
NW_024467859,ASPSYDRAFT_85288,XP_040709120.1,GENE3D,G3DSA:3.40.50.720,,Unintegrated,Unintegrated,
NZ_CP031467,DSC91_RS33215,WP_115783597.1,PANTHER,PTHR42747,,Unintegrated,Unintegrated,NITRONATE MONOOXYGENASE-RELATED
NZ_CP031467,DSC91_RS33215,WP_115783597.1,PFAM,PF03060,,Unintegrated,Unintegrated,NMO
NZ_CP031467,DSC91_RS33215,WP_115783597.1,SUPERFAMILY,SSF51412,,Unintegrated,Unintegrated,Inosine monophosphate dehydrogenase (IMPDH)
NZ_CP031467,DSC91_RS33215,WP_115783597.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_CP031467,DSC91_RS33215,WP_115783597.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_CP031467,DSC91_RS33215,WP_115783597.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_CP031467,DSC91_RS33215,WP_115783597.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_CP031467,DSC91_RS33215,WP_115783597.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_LIPE01000003,AMK12_RS21335,WP_073959379.1,CDD,cd05230,,Unintegrated,Unintegrated,UGD_SDR_e
NZ_LIPE01000003,AMK12_RS21335,WP_073959379.1,GENE3D,G3DSA:3.40.50.720,,Unintegrated,Unintegrated,
NZ_LIPE01000003,AMK12_RS21335,WP_073959379.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP023254,CK934_RS13050,WP_095838437.1,GENE3D,G3DSA:3.90.180.10,,Unintegrated,Unintegrated,
NZ_CP023254,CK934_RS13050,WP_095838437.1,GENE3D,G3DSA:3.40.50.720,,Unintegrated,Unintegrated,
NZ_CP120210,P3102_RS22690,WP_276361562.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
NZ_CP106881,M9799_RS13970,WP_231044504.1,CDD,cd01448,,Unintegrated,Unintegrated,TST_Repeat_1
NZ_CP106881,M9799_RS13970,WP_231044504.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NZ_CP106881,M9799_RS13970,WP_231044504.1,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_CP106881,M9799_RS13970,WP_231044504.1,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_CP106881,M9799_RS13970,WP_231044504.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_CP106881,M9799_RS13970,WP_231044504.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_CP106881,M9799_RS13970,WP_231044504.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_CP106881,M9799_RS13970,WP_231044504.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_CP106881,M9799_RS13970,WP_231044504.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_CP010519,SLNWT_RS23400,WP_078845178.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP010519,SLNWT_RS23400,WP_078845178.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP092644,MID12_RS22350,WP_078845178.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP092644,MID12_RS22350,WP_078845178.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP008953,AJAP_RS22560,WP_038515022.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
NZ_LIWC01000001,AMK34_RS00735,WP_038515022.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
NZ_CP017708,BJP36_RS40580,WP_071102720.1,CDD,cd05687,,Unintegrated,Unintegrated,S1_RPS1_repeat_ec1_hs1
NZ_CP017708,BJP36_RS40580,WP_071102720.1,CDD,cd04465,,Unintegrated,Unintegrated,S1_RPS1_repeat_ec2_hs2
NZ_MKZR01000001,BI334_RS03655,WP_044495335.1,CDD,cd05687,,Unintegrated,Unintegrated,S1_RPS1_repeat_ec1_hs1
NZ_MKZR01000001,BI334_RS03655,WP_044495335.1,CDD,cd04465,,Unintegrated,Unintegrated,S1_RPS1_repeat_ec2_hs2
NZ_CP046266,GMB29_RS15380,WP_196305275.1,GENE3D,G3DSA:3.40.800.10,,Unintegrated,Unintegrated,Ureohydrolase domain
NZ_CP074371,KHQ06_RS10050,WP_213559283.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP074371,KHQ06_RS10050,WP_213559283.1,GENE3D,G3DSA:1.20.144.10,,Unintegrated,Unintegrated,Phosphatidic acid phosphatase type 2/haloperoxidase
NZ_CP049107,G6P88_RS08920,WP_165322833.1,PANTHER,PTHR31480,,Unintegrated,Unintegrated,BIFUNCTIONAL LYCOPENE CYCLASE/PHYTOENE SYNTHASE
NZ_CP049107,G6P88_RS08920,WP_165322833.1,SFLD,SFLDS00005,,Unintegrated,Unintegrated,Isoprenoid_Synthase_Type_I
NZ_AP023358,Jiend_RS26110,WP_223256145.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_AP023358,Jiend_RS26110,WP_223256145.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP029797,DM447_RS09895,WP_112181071.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_CP048273,M654_RS04245,WP_051290453.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_CP048273,M654_RS04245,WP_051290453.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_CP048273,M654_RS04245,WP_051290453.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_CP046973,GQR42_RS20190,GQR42_RS20190,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_CP046973,GQR42_RS20190,GQR42_RS20190,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_LN811352,BN1233_RS09810,WP_082145335.1,PANTHER,PTHR31480,,Unintegrated,Unintegrated,BIFUNCTIONAL LYCOPENE CYCLASE/PHYTOENE SYNTHASE
NZ_CP069159,JM656_RS13830,WP_203358284.1,CDD,cd07334,,Unintegrated,Unintegrated,M48C_loiP_like
NZ_CP069159,JM656_RS13830,WP_203358284.1,GENE3D,G3DSA:3.30.2010.10,,Unintegrated,Unintegrated,"Metalloproteases (""zincins""), catalytic domain"
NZ_CP069159,JM656_RS13830,WP_203358284.1,PROSITE_PROFILES,PS51257,,Unintegrated,Unintegrated,PROKAR_LIPOPROTEIN
NZ_CP069159,JM656_RS13830,WP_203358284.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NZ_CP069159,JM656_RS13830,WP_203358284.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_CP069159,JM656_RS13830,WP_203358284.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_CP069159,JM656_RS13830,WP_203358284.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_CP069159,JM656_RS13830,WP_203358284.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_CP069159,JM656_RS13830,WP_203358284.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_CP069159,JM656_RS13830,WP_203358284.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_CP069159,JM656_RS13830,WP_203358284.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_JAJNQS010000004,LRP53_RS05350,WP_231275456.1,CDD,cd07334,,Unintegrated,Unintegrated,M48C_loiP_like
NZ_JAJNQS010000004,LRP53_RS05350,WP_231275456.1,GENE3D,G3DSA:3.30.2010.10,,Unintegrated,Unintegrated,"Metalloproteases (""zincins""), catalytic domain"
NZ_JAJNQS010000004,LRP53_RS05350,WP_231275456.1,PROSITE_PROFILES,PS51257,,Unintegrated,Unintegrated,PROKAR_LIPOPROTEIN
NZ_JAJNQS010000004,LRP53_RS05350,WP_231275456.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NZ_JAJNQS010000004,LRP53_RS05350,WP_231275456.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_JAJNQS010000004,LRP53_RS05350,WP_231275456.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_JAJNQS010000004,LRP53_RS05350,WP_231275456.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_JAJNQS010000004,LRP53_RS05350,WP_231275456.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_JAJNQS010000004,LRP53_RS05350,WP_231275456.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_JAJNQS010000004,LRP53_RS05350,WP_231275456.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_JAJNQS010000004,LRP53_RS05350,WP_231275456.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_FPAC01000001,BM415_RS07585,WP_170862396.1,CDD,cd02440,,Unintegrated,Unintegrated,AdoMet_MTases
NZ_FPAC01000001,BM415_RS07585,WP_170862396.1,PANTHER,PTHR43591,,Unintegrated,Unintegrated,METHYLTRANSFERASE
NZ_FPAC01000001,BM415_RS07585,WP_170862396.1,GENE3D,G3DSA:2.20.25.110,,Unintegrated,Unintegrated,
NC_015425,CBC4_RS07105,WP_013725627.1,CDD,cd03380,,Unintegrated,Unintegrated,PAP2_like_1
NC_015425,CBC4_RS07105,WP_013725627.1,COILS,Coil,,Unintegrated,Unintegrated,Coil
NC_015425,CBC4_RS07105,WP_013725627.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_AXVD01000001,K940_RS0100285,WP_028475870.1,NCBIFAM,NF009052,,Unintegrated,Unintegrated,PRK12386.1
NZ_AXVD01000001,K940_RS0100285,WP_028475870.1,SUPERFAMILY,SSF46548,,Unintegrated,Unintegrated,alpha-helical ferredoxin
NC_016620,BMS_RS15000,WP_052590722.1,CDD,cd01335,,Unintegrated,Unintegrated,Radical_SAM
NC_016620,BMS_RS15000,WP_052590722.1,SUPERFAMILY,SSF102114,,Unintegrated,Unintegrated,Radical SAM enzymes
NC_016620,BMS_RS15000,WP_052590722.1,SFLD,SFLDG01067,,Unintegrated,Unintegrated,SPASM/twitch_domain_containin
NZ_CP017414,BIY24_RS14840,WP_172867715.1,CDD,cd01335,,Unintegrated,Unintegrated,Radical_SAM
NZ_CP017414,BIY24_RS14840,WP_172867715.1,SUPERFAMILY,SSF102114,,Unintegrated,Unintegrated,Radical SAM enzymes
NZ_CP017414,BIY24_RS14840,WP_172867715.1,SFLD,SFLDG01067,,Unintegrated,Unintegrated,SPASM/twitch_domain_containin
NC_015856,CFU_RS01275,WP_041742897.1,GENE3D,G3DSA:1.20.144.10,,Unintegrated,Unintegrated,Phosphatidic acid phosphatase type 2/haloperoxidase
NC_015856,CFU_RS01275,WP_041742897.1,PROSITE_PROFILES,PS51257,,Unintegrated,Unintegrated,PROKAR_LIPOPROTEIN
NC_015856,CFU_RS01275,WP_041742897.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NC_015856,CFU_RS01275,WP_041742897.1,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NC_015856,CFU_RS01275,WP_041742897.1,SIGNALP_GRAM_NEGATIVE,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NC_015856,CFU_RS01275,WP_041742897.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NC_015856,CFU_RS01275,WP_041742897.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NC_015856,CFU_RS01275,WP_041742897.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NC_015856,CFU_RS01275,WP_041742897.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NC_015856,CFU_RS01275,WP_041742897.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_LT906479,CKW09_RS04695,WP_061796031.1,CDD,cd02440,,Unintegrated,Unintegrated,AdoMet_MTases
NZ_LT906479,CKW09_RS04695,WP_061796031.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_LT906479,CKW09_RS04695,WP_061796031.1,PANTHER,PTHR43036,,Unintegrated,Unintegrated,OSJNBB0011N17.9 PROTEIN
NZ_CP039740,E8Q40_RS15115,WP_137045321.1,NCBIFAM,NF005679,,Unintegrated,Unintegrated,PRK07475.1
NZ_FOPA01000013,BM277_RS25330,WP_074897685.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_FOPA01000013,BM277_RS25330,WP_074897685.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_FOPA01000013,BM277_RS25330,WP_074897685.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_FOPA01000013,BM277_RS25330,WP_074897685.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
NZ_KV917369,BK575_RS10805,WP_169907738.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_KV917369,BK575_RS10805,WP_169907738.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_JACDUU010000005,HNQ85_RS10875,WP_181537747.1,CDD,cd05244,,Unintegrated,Unintegrated,BVR-B_like_SDR_a
NZ_JACDUU010000005,HNQ85_RS10875,WP_181537747.1,GENE3D,G3DSA:3.40.50.720,,Unintegrated,Unintegrated,
NZ_CP049296,G5C61_RS23075,WP_164797695.1,CDD,cd03398,,Unintegrated,Unintegrated,PAP2_haloperoxidase
NZ_CP049296,G5C61_RS23075,WP_164797695.1,GENE3D,G3DSA:1.10.606.20,,Unintegrated,Unintegrated,
NZ_JARESG010000016,PY310_RS15565,WP_275215376.1,CDD,cd02966,,Unintegrated,Unintegrated,TlpA_like_family
NZ_JARESG010000016,PY310_RS15565,WP_275215376.1,GENE3D,G3DSA:3.40.30.10,,Unintegrated,Unintegrated,Glutaredoxin
NZ_JARESG010000016,PY310_RS15565,WP_275215376.1,SIGNALP_EUK,SignalP-noTM,,Unintegrated,Unintegrated,SignalP-noTM
NZ_JARESG010000016,PY310_RS15565,WP_275215376.1,SIGNALP_GRAM_POSITIVE,SignalP-TM,,Unintegrated,Unintegrated,SignalP-TM
NZ_JARESG010000016,PY310_RS15565,WP_275215376.1,PROSITE_PROFILES,PS51257,,Unintegrated,Unintegrated,PROKAR_LIPOPROTEIN
NZ_JARESG010000016,PY310_RS15565,WP_275215376.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
NZ_JARESG010000016,PY310_RS15565,WP_275215376.1,PHOBIUS,SIGNAL_PEPTIDE,,Unintegrated,Unintegrated,Signal Peptide
NZ_JARESG010000016,PY310_RS15565,WP_275215376.1,PHOBIUS,SIGNAL_PEPTIDE_N_REGION,,Unintegrated,Unintegrated,Signal peptide N-region
NZ_JARESG010000016,PY310_RS15565,WP_275215376.1,PHOBIUS,SIGNAL_PEPTIDE_H_REGION,,Unintegrated,Unintegrated,Signal peptide H-region
NZ_JARESG010000016,PY310_RS15565,WP_275215376.1,PHOBIUS,SIGNAL_PEPTIDE_C_REGION,,Unintegrated,Unintegrated,Signal peptide C-region
NZ_CP014213,AW729_RS06645,WP_112124368.1,CDD,cd01610,,Unintegrated,Unintegrated,PAP2_like
NZ_CP014213,AW729_RS06645,WP_112124368.1,GENE3D,G3DSA:1.20.144.10,,Unintegrated,Unintegrated,Phosphatidic acid phosphatase type 2/haloperoxidase
NZ_CP014213,AW729_RS06645,WP_112124368.1,PANTHER,PTHR14969,,Unintegrated,Unintegrated,SPHINGOSINE-1-PHOSPHATE PHOSPHOHYDROLASE
NZ_CP014213,AW729_RS06645,WP_112124368.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
NZ_CP014213,AW729_RS06645,WP_112124368.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
NZ_CP014213,AW729_RS06645,WP_112124368.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
