Accession	Organism	TaxID	Taxonomic_Lineage
WP_244742602.1	  Neisseria sp. Dent CA1/247	2912675	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; unclassified Neisseria
WP_250358406.1	  Actinomadura madurae	1993	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Thermomonosporaceae; Actinomadura
WP_020275007.1	  Streptomyces	1883	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae
WP_247130192.1	  Allomuricauda sp. SCSIO 64092	2908842	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Allomuricauda; unclassified Allomuricauda
WP_250805156.1	  Burkholderia gladioli	28095	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia
WP_265772154.1	  Aquimarina sp. ERC-38	2949996	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Aquimarina; unclassified Aquimarina
WP_267098555.1	  Xanthomonas sacchari	56458	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae; Xanthomonas
WP_256087433.1	  Burkholderia arboris	488730	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
WP_265068024.1	  Pseudomonas corrugata	47879	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas fluorescens group
WP_265086150.1	  Pseudomonas mediterranea	183795	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas fluorescens group
WP_259503025.1	  Pseudomonas sp. N3-W	2975049	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; unclassified Pseudomonas
NYZ99_RS01260	Not found	Not found	Not found
WP_260543701.1	  Empedobacter	59734	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae
WP_057084644.1	  Dickeya solani	1089444	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Dickeya
WP_264531641.1	  Flavobacterium sp. N502540	2986838	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; unclassified Flavobacterium
WP_044312779.1	  Pseudomonas	286	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
WP_041491776.1	  Burkholderia ambifaria	152480	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
WP_267817488.1	  Pseudomonas putida	303	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas putida group
WP_206799684.1	  unclassified Corallococcus	2685029	cellular organisms; Bacteria; Pseudomonadati; Myxococcota; Myxococcia; Myxococcales; Cystobacterineae; Myxococcaceae; Corallococcus
WP_269035573.1	  Nannocystis punicea	2995304	cellular organisms; Bacteria; Pseudomonadati; Myxococcota; Polyangia; Nannocystales; Nannocystaceae; Nannocystis
WP_271875939.1	  Pectobacterium sp. A5351	2914983	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Pectobacterium; unclassified Pectobacterium
WP_257323977.1	  Pseudoalteromonas rhizosphaerae	2518973	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas
WP_274906474.1	  Pseudomonas sp. PSKL.D1	3029060	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; unclassified Pseudomonas
WP_275030142.1	  Micromonospora cathayae	3028804	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora
WP_210796758.1	  Pseudoalteromonas ostreae	2774154	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas
WP_234379262.1	  Streptomyces sp. FXJ1.172	710705	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WP_276168304.1	  Zobellia alginiliquefaciens	3032586	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Zobellia
WP_049600785.1	  Yersinia	629	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae
WP_272972785.1	  Croceibacter	216431	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae
WP_049581616.1	  Photorhabdus	29487	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae
WP_049582295.1	  Photorhabdus	29487	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae
WP_074524848.1	  Photorhabdus	29487	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae
WP_091864790.1	  Pricia antarctica	641691	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Pricia
WP_091864925.1	  Pricia antarctica	641691	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Pricia
WP_092470910.1	  Winogradskyella thalassocola	262004	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Winogradskyella
WP_092470916.1	  Winogradskyella thalassocola	262004	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Winogradskyella
WP_090778644.1	  Pedobacter sp. ok626	1761882	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter; unclassified Pedobacter
WP_089891433.1	  Kriegella aquimaris	192904	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Kriegella
WP_072988770.1	  Pseudozobellia thermophila	192903	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Pseudozobellia
WP_216090197.1	  Burkholderia cenocepacia	95486	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
WP_242404462.1	  Janthinobacterium agaricidamnosum	55508	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Janthinobacterium
WP_163631802.1	  Flagellimonas sediminis	2696468	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flagellimonas
WP_164003643.1	  Psychroflexus aurantiacus	2709310	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Psychroflexus
WP_167297754.1	  Sphingomonas leidyi	68569	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas
WP_168551683.1	  Croceivirga thetidis	2721623	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Croceivirga
WP_169224883.1	  Chitinophaga fulva	2728842	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
WP_172335619.1	  Mucilaginibacter sp. SG564	2587022	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter; unclassified Mucilaginibacter
WP_172335620.1	  Mucilaginibacter sp. SG564	2587022	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter; unclassified Mucilaginibacter
WP_182206172.1	  Gelidibacter maritimus	2761487	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Gelidibacter
WP_183868370.1	  Pedobacter cryoconitis	188932	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter
WP_183891570.1	  Pedobacter cryoconitis	188932	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter
WP_050057978.1	  Silvibacterium bohemicum	1577686	cellular organisms; Bacteria; Pseudomonadati; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae; Silvibacterium
WP_184959888.1	  Nonomuraea endophytica	714136	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Nonomuraea
WP_184815645.1	  Actinophytocola algeriensis	1768010	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Actinophytocola
WP_116159925.1	  Streptomyces	1883	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae
WP_186558215.1	  Hyunsoonleella aquatilis	2762758	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Hyunsoonleella
WP_194552040.1	  Zobellia nedashkovskayae	2779510	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Zobellia
WP_194525028.1	  Zobellia roscoffensis	2779508	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Zobellia
WP_028892158.1	  Tenacibaculum sp. 47A_GOM-205m	1380384	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Tenacibaculum; unclassified Tenacibaculum
WP_198249627.1	  Burkholderia plantarii	41899	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia
WP_198703895.1	  Pseudomonas syringae	317	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 1
WP_215946419.1	  Arenibacter	178469	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae
WP_215940624.1	  Zobellia uliginosa	143224	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Zobellia
WP_215913168.1	  Zobellia sp. B3R18	2841568	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Zobellia; unclassified Zobellia
WP_142862350.1	  Methylosinus	425	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Methylocystaceae
WP_218634578.1	  Marinobacter arenosus	2856822	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Marinobacteraceae; Marinobacter
WP_221745942.1	  Streptomyces	1883	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae
WP_224453070.1	  Psychroflexus lacisalsi	503928	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Psychroflexus
WP_248023290.1	  Subsaxibacter sp. CAU 1640	2933271	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Subsaxibacter; unclassified Subsaxibacter
WP_248480410.1	  Spirosoma liriopis	2937440	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
WP_260231312.1	  Streptomyces sp. Je 1-79	2943847	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WP_269414783.1	  Pedobacter rhodius	3004098	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter
WP_272831302.1	  Gilvibacter sediminis	379071	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Gilvibacter
WP_273867352.1	  Halobacteriovorax sp. GB3	2719615	cellular organisms; Bacteria; Pseudomonadati; Bdellovibrionota; Bacteriovoracia; Bacteriovoracales; Halobacteriovoraceae; Halobacteriovorax; unclassified Halobacteriovorax
WP_002710728.1	  Thiothrix nivea	1031	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Thiotrichales; Thiotrichaceae; Thiothrix
WP_017307791.1	  Fischerella sp. PCC 9339	1174528	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Hapalosiphonaceae; Fischerella; unclassified Fischerella
WP_017307792.1	  Fischerella sp. PCC 9339	1174528	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Hapalosiphonaceae; Fischerella; unclassified Fischerella
WP_017307794.1	  Fischerella sp. PCC 9339	1174528	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Hapalosiphonaceae; Fischerella; unclassified Fischerella
WP_017307801.1	  Fischerella sp. PCC 9339	1174528	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Hapalosiphonaceae; Fischerella; unclassified Fischerella
WP_017308068.1	  Fischerella sp. PCC 9339	1174528	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Hapalosiphonaceae; Fischerella; unclassified Fischerella
WP_081594398.1	  Fischerella sp. PCC 9339	1174528	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Hapalosiphonaceae; Fischerella; unclassified Fischerella
WP_017308070.1	  Fischerella sp. PCC 9339	1174528	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Hapalosiphonaceae; Fischerella; unclassified Fischerella
WP_017308072.1	  Fischerella sp. PCC 9339	1174528	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Hapalosiphonaceae; Fischerella; unclassified Fischerella
WP_017308073.1	  Fischerella sp. PCC 9339	1174528	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Hapalosiphonaceae; Fischerella; unclassified Fischerella
WP_017308075.1	  Fischerella sp. PCC 9339	1174528	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Hapalosiphonaceae; Fischerella; unclassified Fischerella
WP_017308076.1	  Fischerella sp. PCC 9339	1174528	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Hapalosiphonaceae; Fischerella; unclassified Fischerella
WP_017308729.1	  Fischerella sp. PCC 9339	1174528	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Hapalosiphonaceae; Fischerella; unclassified Fischerella
WP_027076841.1	  Maribacter antarcticus	505250	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Maribacter
WP_235209186.1	  Methylobacter sp. BBA5.1	1495064	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Methylococcales; Methylococcaceae; Methylobacter; unclassified Methylobacter
WP_063337222.1	  unclassified Marinomonas	196814	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Marinomonas
WP_020565852.1	  Methylosarcina fibrata	105972	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Methylococcales; Methylococcaceae; Methylosarcina
WP_020597428.1	  Spirosoma panaciterrae	496058	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
WP_018620266.1	  Spirosoma luteum	431553	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
WP_018274356.1	  Teredinibacter turnerae	2426	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae; Teredinibacter
WP_019037271.1	  Psychroflexus tropicus	197345	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Psychroflexus
WP_019605327.1	  Teredinibacter turnerae	2426	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae; Teredinibacter
WP_232216294.1	  Methylobacter marinus	34058	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Methylococcales; Methylococcaceae; Methylobacter
WP_027127682.1	  Gelidibacter mesophilus	169050	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Gelidibacter
WP_027138230.1	  Gaetbulibacter saemankumensis	311208	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Gaetbulibacter
WP_198017213.1	  Methylocapsa acidiphila	133552	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Beijerinckiaceae; Methylocapsa
WP_029631934.1	  Nostocales	1161	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae
WP_034260280.1	  Altibacter	1535231	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Altibacter/Constantimarinum group
WP_038752921.1	  Burkholderia pseudomallei	28450	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group
WP_009920363.1	  Burkholderia pseudomallei	28450	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group
WP_038781173.1	  Burkholderia pseudomallei	28450	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group
WP_038738110.1	  Burkholderia pseudomallei	28450	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group
WP_017742676.1	  Scytonema hofmannii	34078	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Scytonemataceae; Scytonema
WP_017742677.1	  Scytonema hofmannii	34078	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Scytonemataceae; Scytonema
WP_170061464.1	  Rummeliibacillus pycnus	101070	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Caryophanaceae; Rummeliibacillus
WP_047246598.1	  Maribacter thermophilus	1197874	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Maribacter
WP_022606436.1	  Vibrio nigripulchritudo	28173	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio
WP_022550846.1	  Vibrio nigripulchritudo	28173	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio
WP_056096676.1	  Pedobacter sp. Leaf176	1736286	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter; unclassified Pedobacter
WP_157382479.1	  Burkholderia ubonensis	101571	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
WP_156054808.1	  unclassified Thiomonas	2625466	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiales genera incertae sedis; Thiomonas
WP_126337457.1	  Legionella spiritensis	452	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
WP_058483862.1	  Legionella spiritensis	452	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
WP_121273038.1	  Pedobacter schmidteae	2201271	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter
WP_090755599.1	  Nonlabens sp. Hel1_33_55	1336802	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Nonlabens; unclassified Nonlabens
WP_090208450.1	  Pseudomonas asplenii	53407	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
WP_019362488.1	  Pseudomonas fuscovaginae	50340	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group
WP_076406911.1	  Pseudomonas sp. 7SR1	1881017	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; unclassified Pseudomonas
WP_095068959.1	  Tenacibaculum jejuense	584609	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Tenacibaculum
WP_085363768.1	  Neisseria zoodegmatis	326523	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria
WP_082642798.1	  Legionella spiritensis	452	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
WP_143135861.1	  Burkholderia ubonensis	101571	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
WP_143136336.1	  Burkholderia ubonensis	101571	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
WP_143134459.1	  Burkholderia ubonensis	101571	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
WP_143135015.1	  Burkholderia ubonensis	101571	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
WP_141712897.1	  Burkholderia ubonensis	101571	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
WP_070983141.1	  Pseudoalteromonas	53246	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae
WP_123597958.1	  Pseudomonas frederiksbergensis	104087	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
WP_105983350.1	  Nonlabens agnitus	870484	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Nonlabens
