Name,Accession,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
Bacterial fluorinating enzyme like,WP_096620828.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_096620828.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_096721652.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_096721652.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_212816473.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_212816473.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_264843128.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_264843128.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_189516373.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_189516373.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_014607963.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_014607963.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_011680730.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_011680730.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_084828481.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_084828481.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_014607963.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_014607963.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_014607963.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_014607963.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_016573069.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_016573069.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_048920931.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_048920931.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_011680730.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_011680730.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_054413641.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_054413641.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_068824006.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_068824006.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_066605244.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_066605244.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_068230154.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_068230154.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_068399842.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_068399842.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_014607963.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_014607963.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_011680730.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_011680730.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_100924273.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_100924273.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_085765948.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_085765948.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_014607963.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_014607963.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_016573069.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_016573069.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_129536871.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_129536871.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_129603353.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_129603353.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_100262510.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_100262510.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_256871896.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_256871896.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_139681806.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_139681806.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,GFB63_RS06170,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",GFB63_RS06170,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_159340919.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_159340919.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_160689790.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_160689790.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_014607963.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_014607963.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_168860510.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_168860510.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_168803936.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_168803936.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_168804564.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_168804564.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_190262737.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_190262737.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_182411887.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_182411887.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_185270746.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_185270746.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_014607963.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_014607963.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_207560000.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_207560000.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_014607963.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_014607963.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_058611713.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_058611713.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_014607963.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_014607963.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_058611713.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_058611713.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_058611713.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_058611713.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_237383019.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_237383019.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_058611713.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_058611713.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_107577303.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_107577303.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_163419126.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_163419126.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_106417318.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_106417318.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_058611713.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_058611713.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_058611713.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_058611713.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_256531718.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_256531718.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_011680730.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_011680730.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_016573069.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_016573069.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_275461195.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_275461195.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_132939644.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_132939644.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_079472864.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_079472864.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_058611713.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
"Bacterial fluorinating enzyme, C-terminal domain",WP_058611713.1,SUPERFAMILY,SSF101852,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,"Bacterial fluorinating enzyme, C-terminal domain"
Bacterial fluorinating enzyme like,WP_184661790.1,GENE3D,G3DSA:2.40.30.90,IPR023227,SAM_OH_AdoTrfase_C_sf,HOMOLOGOUS_SUPERFAMILY,Bacterial fluorinating enzyme like
