Accession	Organism	TaxID	Taxonomic_Lineage
WP_015899040.1	  Persephonella	182899	cellular organisms; Bacteria; Pseudomonadati; Aquificota; Aquificia; Aquificales; Hydrogenothermaceae
WP_043812505.1	  Desulfomicrobium baculatum	899	cellular organisms; Bacteria; Pseudomonadati; Thermodesulfobacteriota; Desulfovibrionia; Desulfovibrionales; Desulfomicrobiaceae; Desulfomicrobium
WP_041407644.1	  Segniliparus rotundus	286802	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Segniliparaceae; Segniliparus
WP_013798885.1	  Methanotorris igneus	2189	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Methanomada group; Methanococci; Methanococcales; Methanocaldococcaceae; Methanotorris
WP_013915596.1	  Paenibacillus mucilaginosus	61624	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus
WP_014369465.1	  Paenibacillus mucilaginosus	61624	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus
WP_014607963.1	  Streptococcus	1301	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae
WP_011680730.1	  Streptococcus thermophilus	1308	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
WP_014984241.1	  Nocardia brasiliensis	37326	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia
WP_015300510.1	  Halovivax ruber	387341	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Halobacteria; Halobacteriales; Natrialbaceae; Halovivax
WP_020739607.1	  Sorangium cellulosum	56	cellular organisms; Bacteria; Pseudomonadati; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; Sorangium
WP_031504466.1	  Pseudothermotoga	1643951	cellular organisms; Bacteria; Thermotogati; Thermotogota; Thermotogae; Thermotogales; Thermotogaceae
XP_014540705.1	  Metarhizium brunneum	500148	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae; Hypocreales; Clavicipitaceae; Metarhizium
XP_018063713.1	  Mollisia scopiformis	149040	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Leotiomycetes; Helotiales; Mollisiaceae; Mollisia
XP_025381534.1	  Acaromyces ingoldii	215250	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Exobasidiomycetes; Exobasidiales; Cryptobasidiaceae; Acaromyces
XP_025455221.1	  Aspergillus niger CBS 101883	1450533	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus; Aspergillus subgen. Circumdati; Aspergillus niger
WP_041075526.1	  Thermotoga caldifontis	1508419	cellular organisms; Bacteria; Thermotogati; Thermotogota; Thermotogae; Thermotogales; Thermotogaceae; Thermotoga
WP_068513665.1	  Caldimicrobium thiodismutans	1653476	cellular organisms; Bacteria; Pseudomonadati; Thermodesulfobacteriota; Thermodesulfobacteria; Thermodesulfobacteriales; Thermodesulfobacteriaceae; Caldimicrobium
WP_067768719.1	  Nostoc sp. NIES-3756	1751286	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Nostocaceae; Nostoc; unclassified Nostoc
WP_096477019.1	  Dehalococcoides	61434	cellular organisms; Bacteria; Bacillati; Chloroflexota; Dehalococcoidia; Dehalococcoidales; Dehalococcoidaceae
WP_096681090.1	  Nostoc sp. NIES-2111	1973475	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Nostocaceae; Nostoc; unclassified Nostoc
WP_096643140.1	  Calothrix brevissima	938406	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Calotrichaceae; Calothrix
WP_096620828.1	  Calothrix sp. NIES-3974	2005462	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Calotrichaceae; Calothrix; unclassified Calothrix
WP_096721652.1	  Chondrocystis sp. NIES-4102	2005460	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Oscillatoriophycideae; Chroococcales; Chroococcaceae; Chondrocystis; unclassified Chondrocystis
WP_203960081.1	  Actinocatenispora thailandica	227318	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Actinocatenispora
WP_212816473.1	  Polymorphospora rubra	338584	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Polymorphospora
WP_221322574.1	  Actinoplanes sp. L3-i22	2836373	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Actinoplanes; unclassified Actinoplanes
WP_264843128.1	  Caldinitratiruptor microaerophilus	671077	cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Symbiobacteriaceae; Caldinitratiruptor
WP_027191627.1	  Fundidesulfovibrio putealis	270496	cellular organisms; Bacteria; Pseudomonadati; Thermodesulfobacteriota; Desulfovibrionia; Desulfovibrionales; Desulfovibrionaceae; Fundidesulfovibrio
WP_062429605.1	  Herbidospora daliensis	295585	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Herbidospora
WP_190115156.1	  Streptomyces flavofungini	68200	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_190115189.1	  Streptomyces flavofungini	68200	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_189516373.1	  Cerasicoccus arenae	424488	cellular organisms; Bacteria; Pseudomonadati; PVC group; Verrucomicrobiota; Opitutia; Puniceicoccales; Cerasicoccaceae; Cerasicoccus
WP_024483887.1	  Serratia	613	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae
WP_261261867.1	  Serratia fonticola	47917	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia
WP_024483887.1	  Serratia	613	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae
WP_197083291.1	  Afipia felis	1035	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Nitrobacteraceae; Afipia
WP_003262328.1	  Ralstonia solanacearum species complex	3116862	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia
WP_014607963.1	  Streptococcus	1301	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae
WP_011680730.1	  Streptococcus thermophilus	1308	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
WP_084828481.1	  Streptococcus	1301	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae
WP_014607963.1	  Streptococcus	1301	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae
WP_014607963.1	  Streptococcus	1301	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae
WP_016573069.1	  Streptomyces noursei	1971	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_003335759.1	  Brevibacillus laterosporus	1465	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus
WP_048920931.1	  Rufibacter radiotolerans	1379910	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Hymenobacteraceae; Rufibacter
WP_045074513.1	  Psychromicrobium lacuslunae	1618207	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Psychromicrobium
WP_011680730.1	  Streptococcus thermophilus	1308	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
WP_054413641.1	  Hymenobacter sp. DG25A	1385663	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Hymenobacteraceae; Hymenobacter; unclassified Hymenobacter
WP_169833168.1	  Sphingomonas panacis	1560345	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas
WP_068824006.1	  Wenyingzhuangia fucanilytica	1790137	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Wenyingzhuangia
WP_066605244.1	  Desulfomicrobium orale	132132	cellular organisms; Bacteria; Pseudomonadati; Thermodesulfobacteriota; Desulfovibrionia; Desulfovibrionales; Desulfomicrobiaceae; Desulfomicrobium
WP_068230154.1	  Hymenobacter sp. PAMC 26628	1484118	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Hymenobacteraceae; Hymenobacter; unclassified Hymenobacter
WP_068399842.1	  Pedobacter cryoconitis	188932	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter
WP_052961099.1	  Pseudoalteromonas luteoviolacea	43657	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas
WP_014607963.1	  Streptococcus	1301	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae
WP_011680730.1	  Streptococcus thermophilus	1308	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
WP_018670344.1	  Brevibacillus laterosporus	1465	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus
WP_100924273.1	  Tenacibaculum sp. SZ-18	754423	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Tenacibaculum; unclassified Tenacibaculum
WP_085765948.1	  Nonlabens spongiae	331648	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Nonlabens
WP_081562405.1	  Acetobacteraceae	433	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Acetobacterales
WP_086159750.1	  Streptomyces marincola	2878388	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_042255560.1	  Nocardia brasiliensis	37326	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia
WP_157734714.1	  Actinopolyspora erythraea	414996	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Actinopolysporales; Actinopolysporaceae; Actinopolyspora
WP_014607963.1	  Streptococcus	1301	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae
WP_101668611.1	  Brevibacillus laterosporus	1465	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus
WP_016573069.1	  Streptomyces noursei	1971	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_104553440.1	  Xanthomonas	338	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae
WP_081562405.1	  Acetobacteraceae	433	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Acetobacterales
WP_119734491.1	  Brevibacillus laterosporus	1465	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus
WP_126010499.1	  Georhizobium profundi	2341112	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Georhizobium
WP_121474592.1	  Brevibacillus laterosporus	1465	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus
WP_129536871.1	  Chryseobacterium	59732	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Chryseobacterium group
WP_156692277.1	  Streptomyces ficellus	1977088	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_126915329.1	  Streptomyces	1883	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae
WP_129603353.1	  Muriicola soli	2507538	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Muriicola
WP_100262510.1	  Streptococcus thermophilus	1308	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
WP_135078903.1	  Terasakiella sp. SH-1	2560057	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Terasakiellaceae; Terasakiella; unclassified Terasakiella
WP_256871896.1	  Nostoc sp. TCL26-01	2576904	cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Nostocales; Nostocaceae; Nostoc; unclassified Nostoc
WP_138874999.1	  Nocardioides sp. S-1144	2582905	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Nocardioides; unclassified Nocardioides
WP_139681806.1	  Thermococcus indicus	2586643	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Thermococci; Thermococcales; Thermococcaceae; Thermococcus
WP_144001285.1	  Streptomyces spectabilis	68270	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_139985978.1	  Luteibacter pinisoli	2589080	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Rhodanobacteraceae; Luteibacter
WP_167472041.1	  Nocardia arthritidis	228602	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia
WP_159706666.1	  unclassified Streptomyces	2593676	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_159340919.1	  Streptococcus thermophilus	1308	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
WP_159765667.1	  Streptomyces sp. HM190	2695266	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WP_160689790.1	  Nibribacter ruber	2698458	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Hymenobacteraceae; Nibribacter
WP_014607963.1	  Streptococcus	1301	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae
WP_168509944.1	  unclassified Streptomyces	2593676	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_168860510.1	  Chitinophaga oryzae	2725414	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
WP_168803936.1	  Chitinophaga oryzae	2725414	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
WP_168804564.1	  Chitinophaga oryzae	2725414	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
WP_190262737.1	  Defluviicoccus vanus	111831	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Defluviicoccus
WP_182411887.1	  Adhaeribacter radiodurans	2745197	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Hymenobacteraceae; Adhaeribacter
WP_185270746.1	  Adhaeribacter swui	2086471	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Hymenobacteraceae; Adhaeribacter
WP_215546970.1	  Amycolatopsis sp. CA-230715	2745196	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Amycolatopsis; unclassified Amycolatopsis
WP_014607963.1	  Streptococcus	1301	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae
WP_207560000.1	  Streptococcus thermophilus	1308	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
WP_014607963.1	  Streptococcus	1301	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae
WP_058611713.1	  Mammaliicoccus	2803850	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae
WP_199253616.1	  Mycolicibacterium mengxianglii	2736649	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycolicibacterium
WP_014607963.1	  Streptococcus	1301	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae
WP_058611713.1	  Mammaliicoccus	2803850	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae
WP_058611713.1	  Mammaliicoccus	2803850	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae
WP_189735071.1	  Streptomyces nojiriensis	66374	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_237383019.1	  Sulfidibacter corallicola	2818388	cellular organisms; Bacteria; Pseudomonadati; Acidobacteriota; Holophagae; Acanthopleuribacterales; Acanthopleuribacteraceae; Sulfidibacter
WP_004940355.1	  Streptomyces mobaraensis	35621	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_004941204.1	  Streptomyces mobaraensis	35621	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_058611713.1	  Mammaliicoccus	2803850	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae
WP_107577303.1	  Mammaliicoccus sciuri	1296	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Mammaliicoccus
WP_086159750.1	  Streptomyces marincola	2878388	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_172771138.1	  Lysinibacillus sp. CD3-6	2892541	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Bacillaceae; Lysinibacillus; unclassified Lysinibacillus
WP_163419126.1	  unclassified Flagellimonas	2644544	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flagellimonas
WP_237896058.1	  Streptomyces sp. NBU3104	2911367	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WP_106417318.1	  Mammaliicoccus sciuri	1296	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Mammaliicoccus
WP_058611713.1	  Mammaliicoccus	2803850	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae
WP_058611713.1	  Mammaliicoccus	2803850	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae
WP_262920569.1	  Hymenobacter sp. 5516J-16	2932253	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Hymenobacteraceae; Hymenobacter; unclassified Hymenobacter
WP_247373980.1	  Luteibacter aegosomatis	2911537	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Rhodanobacteraceae; Luteibacter
WP_247328080.1	  Luteibacter aegosomaticola	2911538	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Rhodanobacteraceae; Luteibacter
WP_247428496.1	  Luteibacter aegosomatissinici	2911539	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Rhodanobacteraceae; Luteibacter
WP_247867186.1	  unclassified Gordonia (in: high G+C Gram-positive bacteria)	2657482	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Gordoniaceae; Gordonia
WP_268772670.1	  Streptomyces sp. Je 1-369	2966192	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WP_256531718.1	  Halovivax cerinus	1487865	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Halobacteria; Halobacteriales; Natrialbaceae; Halovivax
WP_257249220.1	  Burkholderia cepacia	292	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
WP_011680730.1	  Streptococcus thermophilus	1308	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
WP_016573069.1	  Streptomyces noursei	1971	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_272049772.1	  Paenibacillus thiaminolyticus	49283	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus
WP_268970736.1	  Streptomyces sp. S465	2979468	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
WP_257325810.1	  Pseudoalteromonas rhizosphaerae	2518973	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas
WP_275461195.1	  Streptomyces noursei	1971	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_132939644.1	  Varunaivibrio sulfuroxidans	1773489	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Magnetovibrionaceae; Varunaivibrio
WP_091482701.1	  Gracilibacillus orientalis	334253	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Bacillaceae; Gracilibacillus
WP_079472864.1	  Chitinophaga	79328	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae
WP_083454803.1	  Nostocoides japonicum	99481	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Intrasporangiaceae; Nostocoides
WP_058611713.1	  Mammaliicoccus	2803850	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae
WP_169495138.1	  Novosphingobium olei	2728851	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Novosphingobium
WP_184661790.1	  Pedobacter cryoconitis	188932	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter
WP_183883066.1	  Pedobacter cryoconitis	188932	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter
WP_183869131.1	  Pedobacter cryoconitis	188932	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter
WP_183869131.1	  Pedobacter cryoconitis	188932	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter
WP_221492507.1	  Streptomyces albaduncus	68172	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
WP_082667985.1	  Novosphingobium fluoreni	1391222	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Novosphingobium
WP_085145629.1	  Mycolicibacterium	1866885	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae
WP_202646805.1	  Bacillus halotolerans	260554	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group; Bacillus mojavensis subgroup
WP_203253003.1	  Aurantibacter crassamenti	1837375	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Aurantibacter
WP_058611713.1	  Mammaliicoccus	2803850	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae
WP_058611713.1	  Mammaliicoccus	2803850	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae
WP_058611713.1	  Mammaliicoccus	2803850	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae
WP_058611713.1	  Mammaliicoccus	2803850	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae
