Name,Sequence Name,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
Glucosamine_iso,NBC_00636_CP109050_PRJNA747871:OIE52_33855,PFAM,PF01182,IPR006148,Glc/Gal-6P_isomerase,DOMAIN,Glucosamine_iso
Glucosamine_iso,NBC_00685_CP109012_PRJNA747871:OIE50_33150,PFAM,PF01182,IPR006148,Glc/Gal-6P_isomerase,DOMAIN,Glucosamine_iso
Glucosamine_iso,NBC_00710_CP108995_PRJNA747871:OIE08_31500,PFAM,PF01182,IPR006148,Glc/Gal-6P_isomerase,DOMAIN,Glucosamine_iso
Glucosamine_iso,NBC_01002_CP108709_PRJNA747871:OG426_36610,PFAM,PF01182,IPR006148,Glc/Gal-6P_isomerase,DOMAIN,Glucosamine_iso
Glucosamine_iso,NBC_01017_CP108683_PRJNA747871:OG331_17980,PFAM,PF01182,IPR006148,Glc/Gal-6P_isomerase,DOMAIN,Glucosamine_iso
Glucosamine_iso,NBC_01360_CP108346_PRJNA747871:OG578_18650,PFAM,PF01182,IPR006148,Glc/Gal-6P_isomerase,DOMAIN,Glucosamine_iso
Glucosamine_iso,NBC_01465_CP109467_PRJNA747871:OG707_26800,PFAM,PF01182,IPR006148,Glc/Gal-6P_isomerase,DOMAIN,Glucosamine_iso
Glucosamine_iso,NBC_01475_CP109447_PRJNA747871:OG354_31910,PFAM,PF01182,IPR006148,Glc/Gal-6P_isomerase,DOMAIN,Glucosamine_iso
PHOSPHOPANTETHEINE,NZ_CP034279|c2205489-2286666|2253144-2260913|-|EIZ62_RS09545|non-ribosomal_peptide_synthetase|WP_156692277.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_CP034279|c2205489-2286666|2253144-2260913|-|EIZ62_RS09545|non-ribosomal_peptide_synthetase|WP_156692277.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_CP046172|c976687-1074645|1013606-1020958|+|F5544_RS04760|non-ribosomal_peptide_synthetase|WP_167472041.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_CP046172|c976687-1074645|1013606-1020958|+|F5544_RS04760|non-ribosomal_peptide_synthetase|WP_167472041.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_CP015412|c743404-839173|811866-819173|+|S4054249_RS23775|non-ribosomal_peptide_synthetase|WP_052961099.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_CP007806|c3392466-3439480|3412467-3419480|-|BRLA_RS14705|non-ribosomal_peptide_synthetase|WP_003335759.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_CP007806|c3392466-3439480|3412467-3419480|-|BRLA_RS14705|non-ribosomal_peptide_synthetase|WP_003335759.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_CP017705|c1550570-1597584|1570571-1577584|-|BrL25_RS07625|non-ribosomal_peptide_synthetase|WP_018670344.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_CP017705|c1550570-1597584|1570571-1577584|-|BrL25_RS07625|non-ribosomal_peptide_synthetase|WP_018670344.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_CP025545|c3417658-3464672|3437659-3444672|-|C0R09_RS15090|non-ribosomal_peptide_synthetase|WP_101668611.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_CP032410|c5001896-5048910|5021897-5028910|+|D5F52_RS23470|non-ribosomal_peptide_synthetase|WP_119734491.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_CP032848|c4839304-4886318|4859305-4866318|-|D8Z77_RS21590|non-ribosomal_peptide_synthetase|WP_121474592.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_MBFH01000001|c446502-493516|466503-473516|+|BBZ61_RS02320|non-ribosomal_peptide_synthetase|WP_068791798.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NW_014574696|c225420-389931|353097-359931|-|MBR_09308|polyketide_synthase|XP_014540705.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_KK037166|c11206326-11282196|11253957-11258228|+|KUTG_RS64970|non-ribosomal_peptide_synthetase|WP_232241563.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_KK037166|c11206326-11282196|11253957-11258228|+|KUTG_RS64970|non-ribosomal_peptide_synthetase|WP_232241563.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_CP047318|c513153-578614|528093-532043|-|GSY65_RS02150|aminotransferase_class_I/II-fold_pyridoxal_phosphate-dependent_enzyme|WP_159765667.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_CP091820|c3537170-3809368|3552296-3556060|-|L2I08_RS15635|aminotransferase_class_I/II-fold_pyridoxal_phosphate-dependent_enzyme|WP_237896058.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
PHOSPHOPANTETHEINE,NZ_CP022752|c2980981-3087251|3021286-3024096|-|CDG81_RS13180|type_I_polyketide_synthase|WP_157734714.1,PROSITE_PATTERNS,PS00012,IPR006162,Ppantetheine_attach_site,PTM,PHOSPHOPANTETHEINE
AA_TRNA_LIGASE_II,NZ_QJTJ01000013|c38514-62760|41182-42351|-|BJ095_RS10805|ATP_phosphoribosyltransferase_regulatory_subunit|WP_107933678.1,PROSITE_PROFILES,PS50862,IPR006195,aa-tRNA-synth_II,DOMAIN,AA_TRNA_LIGASE_II
TAT,NBC_01021_CP108676_PRJNA747871:OG588_02820,PROSITE_PROFILES,PS51318,IPR006311,TAT_signal,CONSERVED_SITE,TAT
GCS2,NBC_00161_CP108156_PRJNA747871:OG851_39565,PFAM,PF04107,IPR006336,GCS2,FAMILY,GCS2
MTase_SAV2177,NBC_01723_CP109171_PRJNA747871:OIE75_38745,PIRSF,PIRSF017393,IPR006764,SAM_dep_MeTrfase_SAV2177_type,FAMILY,MTase_SAV2177
Methyltransf_19,NBC_01723_CP109171_PRJNA747871:OIE75_38745,PFAM,PF04672,IPR006764,SAM_dep_MeTrfase_SAV2177_type,FAMILY,Methyltransf_19
ha2_5,NZ_BBXF01000001|c1125776-1196744|1150871-1154707|-|AW274_RS04570|ATP-dependent_RNA_helicase_HrpA|WP_062429605.1,SMART,SM00847,IPR007502,Helicase-assoc_dom,DOMAIN,ha2_5
ha2_5,NZ_WXEW01000002|c328969-397700|369530-373363|+|GT755_RS07435|ATP-dependent_RNA_helicase_HrpA|WP_161478968.1,SMART,SM00847,IPR007502,Helicase-assoc_dom,DOMAIN,ha2_5
Sigma70_r2,NC_021658|c10904359-10963870|10917741-10918778|+|SCE1572_RS39875|RNA_polymerase_subunit_sigma-70|WP_020739607.1,PFAM,PF04542,IPR007627,RNA_pol_sigma70_r2,DOMAIN,Sigma70_r2
Sigma70_r2,NBC_01469_CP109465_PRJNA747871:OG587_26860,PFAM,PF04542,IPR007627,RNA_pol_sigma70_r2,DOMAIN,Sigma70_r2
Gln_synt_C_2,NZ_AUBQ01000016|c146081-188688|176269-178449|-|G453_RS0114385|glutamine_synthetase_III|WP_027191627.1,SMART,SM01230,IPR008146,Gln_synth_cat_dom,DOMAIN,Gln_synt_C_2
GS_CATALYTIC,NZ_AUBQ01000016|c146081-188688|176269-178449|-|G453_RS0114385|glutamine_synthetase_III|WP_027191627.1,PROSITE_PROFILES,PS51987,IPR008146,Gln_synth_cat_dom,DOMAIN,GS_CATALYTIC
Gln-synt_C,NZ_AUBQ01000016|c146081-188688|176269-178449|-|G453_RS0114385|glutamine_synthetase_III|WP_027191627.1,PFAM,PF00120,IPR008146,Gln_synth_cat_dom,DOMAIN,Gln-synt_C
Gln_synt_C_2,NZ_JAKZFS010000001|c1156289-1198929|1189377-1191557|-|ML540_RS05470|glutamine_synthetase_III|WP_243359127.1,SMART,SM01230,IPR008146,Gln_synth_cat_dom,DOMAIN,Gln_synt_C_2
GS_CATALYTIC,NZ_JAKZFS010000001|c1156289-1198929|1189377-1191557|-|ML540_RS05470|glutamine_synthetase_III|WP_243359127.1,PROSITE_PROFILES,PS51987,IPR008146,Gln_synth_cat_dom,DOMAIN,GS_CATALYTIC
Gln-synt_C,NZ_JAKZFS010000001|c1156289-1198929|1189377-1191557|-|ML540_RS05470|glutamine_synthetase_III|WP_243359127.1,PFAM,PF00120,IPR008146,Gln_synth_cat_dom,DOMAIN,Gln-synt_C
Gln_synt_C_2,NC_014168|c790631-824513|797723-799900|+|SROT_RS04105|glutamine_synthetase_III|WP_041407644.1,SMART,SM01230,IPR008146,Gln_synth_cat_dom,DOMAIN,Gln_synt_C_2
GS_CATALYTIC,NC_014168|c790631-824513|797723-799900|+|SROT_RS04105|glutamine_synthetase_III|WP_041407644.1,PROSITE_PROFILES,PS51987,IPR008146,Gln_synth_cat_dom,DOMAIN,GS_CATALYTIC
Gln-synt_C,NC_014168|c790631-824513|797723-799900|+|SROT_RS04105|glutamine_synthetase_III|WP_041407644.1,PFAM,PF00120,IPR008146,Gln_synth_cat_dom,DOMAIN,Gln-synt_C
Gln_synt_C_2,NBC_00294_CP108043_PRJNA747871:OHB23_20000,SMART,SM01230,IPR008146,Gln_synth_cat_dom,DOMAIN,Gln_synt_C_2
GS_CATALYTIC,NBC_00294_CP108043_PRJNA747871:OHB23_20000,PROSITE_PROFILES,PS51987,IPR008146,Gln_synth_cat_dom,DOMAIN,GS_CATALYTIC
Gln-synt_C,NBC_00294_CP108043_PRJNA747871:OHB23_20000,PFAM,PF00120,IPR008146,Gln_synth_cat_dom,DOMAIN,Gln-synt_C
Gln_synt_C_2,NBC_00297_CP108041_PRJNA747871:OG947_05325,SMART,SM01230,IPR008146,Gln_synth_cat_dom,DOMAIN,Gln_synt_C_2
GS_CATALYTIC,NBC_00297_CP108041_PRJNA747871:OG947_05325,PROSITE_PROFILES,PS51987,IPR008146,Gln_synth_cat_dom,DOMAIN,GS_CATALYTIC
Gln-synt_C,NBC_00297_CP108041_PRJNA747871:OG947_05325,PFAM,PF00120,IPR008146,Gln_synth_cat_dom,DOMAIN,Gln-synt_C
GS_BETA_GRASP,NZ_AUBQ01000016|c146081-188688|176269-178449|-|G453_RS0114385|glutamine_synthetase_III|WP_027191627.1,PROSITE_PROFILES,PS51986,IPR008147,Gln_synt_N,DOMAIN,GS_BETA_GRASP
GS_BETA_GRASP,NZ_JAKZFS010000001|c1156289-1198929|1189377-1191557|-|ML540_RS05470|glutamine_synthetase_III|WP_243359127.1,PROSITE_PROFILES,PS51986,IPR008147,Gln_synt_N,DOMAIN,GS_BETA_GRASP
GS_BETA_GRASP,NC_014168|c790631-824513|797723-799900|+|SROT_RS04105|glutamine_synthetase_III|WP_041407644.1,PROSITE_PROFILES,PS51986,IPR008147,Gln_synt_N,DOMAIN,GS_BETA_GRASP
GS_BETA_GRASP,NBC_00294_CP108043_PRJNA747871:OHB23_20000,PROSITE_PROFILES,PS51986,IPR008147,Gln_synt_N,DOMAIN,GS_BETA_GRASP
GS_BETA_GRASP,NBC_00297_CP108041_PRJNA747871:OG947_05325,PROSITE_PROFILES,PS51986,IPR008147,Gln_synt_N,DOMAIN,GS_BETA_GRASP
PhyH,NZ_CP118496|c2987152-3059354|3003982-3004809|+|PVK79_RS12940|phytanoyl-CoA_dioxygenase_family_protein|WP_257325810.1,PFAM,PF05721,IPR008775,Phytyl_CoA_dOase-like,FAMILY,PhyH
Pirin_C,NZ_CAMKRK010000007|c120564-178548|171338-172225|-|OCH25_RS19360|pirin_family_protein|WP_024483887.1,PFAM,PF05726,IPR008778,Pirin_C_dom,DOMAIN,Pirin_C
Pirin_C,NZ_CAMKUD010000008|c49047-107031|101686-102573|-|N8P90_RS13880|pirin_family_protein|WP_261261867.1,PFAM,PF05726,IPR008778,Pirin_C_dom,DOMAIN,Pirin_C
Pirin_C,NZ_CAMKUG010000001|c1112828-1170812|1167553-1168440|-|OCH21_RS05255|pirin_family_protein|WP_024483887.1,PFAM,PF05726,IPR008778,Pirin_C_dom,DOMAIN,Pirin_C
Trigger_C,NZ_CP032509|c2826602-2847469|2828556-2830040|-|D5400_RS13550|trigger_factor|WP_126010499.1,PFAM,PF05698,IPR008880,Trigger_fac_C,DOMAIN,Trigger_C
Trigger_N,NZ_CP032509|c2826602-2847469|2828556-2830040|-|D5400_RS13550|trigger_factor|WP_126010499.1,PFAM,PF05697,IPR008881,Trigger_fac_ribosome-bd_bac,DOMAIN,Trigger_N
Six-hairpin glycosidases,NBC_01021_CP108676_PRJNA747871:OG588_02820,SUPERFAMILY,SSF48208,IPR008928,6-hairpin_glycosidase_sf,HOMOLOGOUS_SUPERFAMILY,Six-hairpin glycosidases
Six-hairpin glycosidases,NBC_00117_CP108199_PRJNA747871:OHU25_05605,SUPERFAMILY,SSF48208,IPR008928,6-hairpin_glycosidase_sf,HOMOLOGOUS_SUPERFAMILY,Six-hairpin glycosidases
Six-hairpin glycosidases,NBC_00119_CP108195_PRJNA747871:OHU69_46140,SUPERFAMILY,SSF48208,IPR008928,6-hairpin_glycosidase_sf,HOMOLOGOUS_SUPERFAMILY,Six-hairpin glycosidases
Six-hairpin glycosidases,NBC_00145_CP108174_PRJNA747871:OHU19_05345,SUPERFAMILY,SSF48208,IPR008928,6-hairpin_glycosidase_sf,HOMOLOGOUS_SUPERFAMILY,Six-hairpin glycosidases
Six-hairpin glycosidases,NBC_00147_CP108172_PRJNA747871:OG941_06280,SUPERFAMILY,SSF48208,IPR008928,6-hairpin_glycosidase_sf,HOMOLOGOUS_SUPERFAMILY,Six-hairpin glycosidases
Six-hairpin glycosidases,NBC_00269_CP108075_PRJNA747871:OHA28_45185,SUPERFAMILY,SSF48208,IPR008928,6-hairpin_glycosidase_sf,HOMOLOGOUS_SUPERFAMILY,Six-hairpin glycosidases
Six-hairpin glycosidases,NBC_00371_CP107967_PRJNA747871:OHT17_46725,SUPERFAMILY,SSF48208,IPR008928,6-hairpin_glycosidase_sf,HOMOLOGOUS_SUPERFAMILY,Six-hairpin glycosidases
Six-hairpin glycosidases,NBC_01378_CP109565_PRJNA747871:OG512_04495,SUPERFAMILY,SSF48208,IPR008928,6-hairpin_glycosidase_sf,HOMOLOGOUS_SUPERFAMILY,Six-hairpin glycosidases
Six-hairpin glycosidases,NBC_01386_CP109558_PRJNA747871:OG581_06195,SUPERFAMILY,SSF48208,IPR008928,6-hairpin_glycosidase_sf,HOMOLOGOUS_SUPERFAMILY,Six-hairpin glycosidases
Six-hairpin glycosidases,NBC_01453_CP109478_PRJNA747871:OG511_37930,SUPERFAMILY,SSF48208,IPR008928,6-hairpin_glycosidase_sf,HOMOLOGOUS_SUPERFAMILY,Six-hairpin glycosidases
Six-hairpin glycosidases,NBC_00009_CP108312_PRJNA747871:OHA58_38225,SUPERFAMILY,SSF48208,IPR008928,6-hairpin_glycosidase_sf,HOMOLOGOUS_SUPERFAMILY,Six-hairpin glycosidases
Farnesyl Diphosphate Synthase,NBC_00829_CP108867_PRJNA747871:OG293_14325,GENE3D,G3DSA:1.10.600.10,IPR008949,Isoprenoid_synthase_dom_sf,HOMOLOGOUS_SUPERFAMILY,Farnesyl Diphosphate Synthase
Terpenoid synthases,NBC_00829_CP108867_PRJNA747871:OG293_14325,SUPERFAMILY,SSF48576,IPR008949,Isoprenoid_synthase_dom_sf,HOMOLOGOUS_SUPERFAMILY,Terpenoid synthases
Trypsin-like serine proteases,NBC_00079_CP108237_PRJNA747871:OHU33_33670,SUPERFAMILY,SSF50494,IPR009003,Peptidase_S1_PA,HOMOLOGOUS_SUPERFAMILY,Trypsin-like serine proteases
Trypsin-like serine proteases,NBC_00366_CP107971_PRJNA747871:OG996_32765,SUPERFAMILY,SSF50494,IPR009003,Peptidase_S1_PA,HOMOLOGOUS_SUPERFAMILY,Trypsin-like serine proteases
Trypsin-like serine proteases,NBC_00453_CP107910_PRJNA747871:OG236_12825,SUPERFAMILY,SSF50494,IPR009003,Peptidase_S1_PA,HOMOLOGOUS_SUPERFAMILY,Trypsin-like serine proteases
Trypsin-like serine proteases,NBC_00485_CP107878_PRJNA747871:OHN37_13150,SUPERFAMILY,SSF50494,IPR009003,Peptidase_S1_PA,HOMOLOGOUS_SUPERFAMILY,Trypsin-like serine proteases
Trypsin-like serine proteases,NBC_00519_CP107839_PRJNA747871:OHN73_33475,SUPERFAMILY,SSF50494,IPR009003,Peptidase_S1_PA,HOMOLOGOUS_SUPERFAMILY,Trypsin-like serine proteases
Trypsin-like serine proteases,NBC_01597_CP109319_PRJNA747871:OHB10_34280,SUPERFAMILY,SSF50494,IPR009003,Peptidase_S1_PA,HOMOLOGOUS_SUPERFAMILY,Trypsin-like serine proteases
Homeodomain-like,NBC_00012_CP108309_PRJNA747871:OHA19_07565,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_00046_CP108268_PRJNA747871:OHV04_31060,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_01590_CP109330_PRJNA747871:OHA04_07550,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_00053_CP108261_PRJNA747871:OG887_33785,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_00257_CP108082_PRJNA747871:OHU11_09285,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_00376_CP107960_PRJNA747871:OG842_06990,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_00822_CP108878_PRJNA747871:OHA23_09780,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_00825_CP108876_PRJNA747871:OIC43_09795,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_00826_CP108873_PRJNA747871:OG832_33900,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_00987_CP108731_PRJNA747871:OG355_34430,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_01005_CP108703_PRJNA747871:OG298_08220,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_01243_CP108491_PRJNA747871:OG348_06580,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_01362_CP109586_PRJNA747871:OG195_08705,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_01369_CP109575_PRJNA747871:OG571_34080,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_01553_CP109370_PRJNA747871:OHA13_06935,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_01563_CP109354_PRJNA747871:OG779_06940,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_01592_CP109323_PRJNA747871:OG969_09555,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_01650_CP109258_PRJNA747871:OH736_08220,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_01732_CP109157_PRJNA747871:OHA38_33985,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_01768_CP109115_PRJNA747871:OG902_08170,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Homeodomain-like,NBC_01730_CP109162_PRJNA747871:OHB12_13375,SUPERFAMILY,SSF46689,IPR009057,Homeodomain-like_sf,HOMOLOGOUS_SUPERFAMILY,Homeodomain-like
Putative DNA-binding domain,NC_018681|c3779303-3846678|3834718-3835572|-|O3I_RS17300|MerR_family_transcriptional_regulator|WP_014984241.1,SUPERFAMILY,SSF46955,IPR009061,DNA-bd_dom_put_sf,HOMOLOGOUS_SUPERFAMILY,Putative DNA-binding domain
Putative DNA-binding domain,NZ_LWLE01000037|c147729-169955|149610-150457|-|A6A29_RS39635|MerR_family_transcriptional_regulator|A6A29_RS39635,SUPERFAMILY,SSF46955,IPR009061,DNA-bd_dom_put_sf,HOMOLOGOUS_SUPERFAMILY,Putative DNA-binding domain
Putative DNA-binding domain,NZ_CP022088|c2793595-2860865|2804316-2805152|+|CEQ30_RS12350|MerR_family_transcriptional_regulator|WP_042255560.1,SUPERFAMILY,SSF46955,IPR009061,DNA-bd_dom_put_sf,HOMOLOGOUS_SUPERFAMILY,Putative DNA-binding domain
Putative DNA-binding domain,NZ_CP072827|c4112628-4195927|4184847-4185605|+|J7W19_RS17940|MerR_family_transcriptional_regulator|WP_004940355.1,SUPERFAMILY,SSF46955,IPR009061,DNA-bd_dom_put_sf,HOMOLOGOUS_SUPERFAMILY,Putative DNA-binding domain
Putative DNA-binding domain,NZ_CP101750|c4871618-4946001|4887978-4888736|+|NOO62_RS22355|MerR_family_transcriptional_regulator|WP_268772670.1,SUPERFAMILY,SSF46955,IPR009061,DNA-bd_dom_put_sf,HOMOLOGOUS_SUPERFAMILY,Putative DNA-binding domain
Putative DNA-binding domain,NZ_CP034587|c3934469-4014047|4011728-4012483|+|EKH77_RS17705|MerR_family_transcriptional_regulator|WP_126915329.1,SUPERFAMILY,SSF46955,IPR009061,DNA-bd_dom_put_sf,HOMOLOGOUS_SUPERFAMILY,Putative DNA-binding domain
Putative DNA-binding domain,NBC_01327_CP108383_PRJNA747871:OG326_13090,SUPERFAMILY,SSF46955,IPR009061,DNA-bd_dom_put_sf,HOMOLOGOUS_SUPERFAMILY,Putative DNA-binding domain
Putative DNA-binding domain,NBC_01255_CP108474_PRJNA747871:OG357_35475,SUPERFAMILY,SSF46955,IPR009061,DNA-bd_dom_put_sf,HOMOLOGOUS_SUPERFAMILY,Putative DNA-binding domain
Putative DNA-binding domain,NBC_00722_CP108989_PRJNA747871:OHA45_19920,SUPERFAMILY,SSF46955,IPR009061,DNA-bd_dom_put_sf,HOMOLOGOUS_SUPERFAMILY,Putative DNA-binding domain
Putative DNA-binding domain,NBC_00984_CP108735_PRJNA747871:OG520_41900,SUPERFAMILY,SSF46955,IPR009061,DNA-bd_dom_put_sf,HOMOLOGOUS_SUPERFAMILY,Putative DNA-binding domain
Putative DNA-binding domain,NBC_01018_CP108682_PRJNA747871:OG554_28925,SUPERFAMILY,SSF46955,IPR009061,DNA-bd_dom_put_sf,HOMOLOGOUS_SUPERFAMILY,Putative DNA-binding domain
Putative DNA-binding domain,NBC_01630_CP109279_PRJNA747871:OH763_27610,SUPERFAMILY,SSF46955,IPR009061,DNA-bd_dom_put_sf,HOMOLOGOUS_SUPERFAMILY,Putative DNA-binding domain
Putative DNA-binding domain,NBC_01652_CP109255_PRJNA747871:OH733_09375,SUPERFAMILY,SSF46955,IPR009061,DNA-bd_dom_put_sf,HOMOLOGOUS_SUPERFAMILY,Putative DNA-binding domain
Putative DNA-binding domain,NBC_01250_CP108476_PRJNA747871:OG500_22350,SUPERFAMILY,SSF46955,IPR009061,DNA-bd_dom_put_sf,HOMOLOGOUS_SUPERFAMILY,Putative DNA-binding domain
Putative DNA-binding domain,NBC_01302_CP108404_PRJNA747871:OG294_23195,SUPERFAMILY,SSF46955,IPR009061,DNA-bd_dom_put_sf,HOMOLOGOUS_SUPERFAMILY,Putative DNA-binding domain
Putative DNA-binding domain,NBC_01135_CP108638_PRJNA747871:OG268_21045,SUPERFAMILY,SSF46955,IPR009061,DNA-bd_dom_put_sf,HOMOLOGOUS_SUPERFAMILY,Putative DNA-binding domain
Putative DNA-binding domain,NBC_01365_CP109583_PRJNA747871:OG711_22190,SUPERFAMILY,SSF46955,IPR009061,DNA-bd_dom_put_sf,HOMOLOGOUS_SUPERFAMILY,Putative DNA-binding domain
Putative DNA-binding domain,NBC_01624_CP109290_PRJNA747871:OG924_15990,SUPERFAMILY,SSF46955,IPR009061,DNA-bd_dom_put_sf,HOMOLOGOUS_SUPERFAMILY,Putative DNA-binding domain
